Hips, 0, 0, 0
LeftHipJoint, 0.0000, 0.0000, 0.0000
LeftUpLeg, 7.4968, -9.8705, 4.6161
LeftLeg, -0.0000, -39.3679, 0.0000
LeftFoot, -0.0000, -41.2026, 0.0000
LeftToeBase, 0.0000, -2.5350, 12.7740
LeftToeBase_End, 0.0000, 0.0000, 0.0000
RightHipJoint, 0.0000, 0.0000, 0.0000
RightUpLeg, -7.1804, -9.8705, 4.6161
RightLeg, 0.0000, -40.8863, 0.0000
RightFoot, -0.0000, -41.3000, 0.0000
RightToeBase, -0.0000, -2.6490, 12.9973
RightToeBase_End, 0.0000, 0.0000, 0.0000
LowerBack, 0.0000, 0.0000, 0.0000
Spine, 0.1555, 11.1957, -1.0636
Spine1, 0.3120, 11.2687, -0.2351
Neck, 0.0000, 0.0000, 0.0000
Neck1, -0.2979, 9.6043, 0.9461
Head, 0.5724, 9.6875, -0.6818
Head_End, 0.0000, 0.0000, 0.0000
LeftShoulder, 0.0000, 0.0000, 0.0000
LeftArm, 18.4933, 6.6049, -1.7117
LeftForeArm, 27.4065, 0.0000, 0.0000
LeftHand, 19.1596, 0.0000, 0.0000
LeftHand_End, 0.0000, 0.0000, 0.0000
RightShoulder, 0.0000, 0.0000, 0.0000
RightArm, -17.2513, 7.5573, -2.2256
RightForeArm, -28.8304, 0.0000, 0.0000
RightHand, -18.9429, 0.0000, 0.0000
RightHand_End, 0.0000, 0.0000, 0.0000
