Hips, 0, 0, 0
Spine, 0.0000, 5.8906, -3.9271
Spine1, 0.0000, 7.7348, -1.3639
Spine2, 0.0000, 7.8242, -0.6845
Spine3, 0.0000, 7.8541, -0.0000
Neck, -0.0000, 20.6171, 2.9453
Head, -0.0000, 10.6354, 1.8753
Head_End, 0.0000, 12.7139, -0.0000
RightShoulder, -2.6445, 14.2802, 4.4074
RightArm, -13.1342, 0.0000, -0.0000
RightForeArm, -23.6022, -0.0000, -0.0000
RightHand, -19.8080, 0.0000, -0.0000
RightHand_End, -5.7147, 0.0000, -0.0000
LeftShoulder, 2.6445, 14.2802, 4.4074
LeftArm, 13.1342, 0.0000, 0.0000
LeftForeArm, 23.6022, 0.0000, 0.0000
LeftHand, 19.8080, 0.0000, 0.0000
LeftHand_End, 5.7147, 0.0000, 0.0000
RightUpLeg, -7.8453, -2.2919, -0.0000
RightLeg, 0.0000, -38.1101, 0.0000
RightFoot, 0.0000, -36.5450, 0.0000
RightToeBase, -0.0000, -4.8250, 13.2565
RightToeBase_End, -0.0000, 0.0000, 6.3467
LeftUpLeg, 7.8453, -2.2919, 0.0000
LeftLeg, 0.0000, -38.1101, 0.0000
LeftFoot, 0.0000, -36.5450, 0.0000
LeftToeBase, -0.0000, -4.8250, 13.2565
LeftToeBase_End, -0.0000, 0.0000, 6.3467
